cnty_fips,county,state,Value,theme_range
21077,Gallatin,Kentucky,8703,75 - 9055 (644)
21081,Grant,Kentucky,24915,19054.1 - 36769 (644)
21089,Greenup,Kentucky,35765,19054.1 - 36769 (644)
21097,Harrison,Kentucky,18668,9055.1 - 19054 (644)
21103,Henry,Kentucky,15814,9055.1 - 19054 (644)
21117,Kenton,Kentucky,164688,91049.1 - 10098052 (644)
21135,Lewis,Kentucky,13490,9055.1 - 19054 (644)
21161,Mason,Kentucky,17153,9055.1 - 19054 (644)
21185,Oldham,Kentucky,65374,36769.1 - 91049 (644)
21187,Owen,Kentucky,10741,9055.1 - 19054 (644)
21191,Pendleton,Kentucky,14520,9055.1 - 19054 (644)
21201,Robertson,Kentucky,2143,75 - 9055 (644)
21223,Trimble,Kentucky,8637,75 - 9055 (644)
26005,Allegan,Michigan,115250,91049.1 - 10098052 (644)
26011,Arenac,Michigan,15165,9055.1 - 19054 (644)
26015,Barry,Michigan,60057,36769.1 - 91049 (644)
26017,Bay,Michigan,104786,91049.1 - 10098052 (644)
26019,Benzie,Michigan,17552,9055.1 - 19054 (644)
26021,Berrien,Michigan,154807,91049.1 - 10098052 (644)
26023,Branch,Michigan,43584,36769.1 - 91049 (644)
26025,Calhoun,Michigan,134473,91049.1 - 10098052 (644)
26027,Cass,Michigan,51460,36769.1 - 91049 (644)
26035,Clare,Michigan,30616,19054.1 - 36769 (644)
26037,Clinton,Michigan,77896,36769.1 - 91049 (644)
26045,Eaton,Michigan,109155,91049.1 - 10098052 (644)
26049,Genesee,Michigan,409361,91049.1 - 10098052 (644)
26051,Gladwin,Michigan,25289,19054.1 - 36769 (644)
26057,Gratiot,Michigan,41067,36769.1 - 91049 (644)
26059,Hillsdale,Michigan,45830,36769.1 - 91049 (644)
26063,Huron,Michigan,31543,19054.1 - 36769 (644)
26065,Ingham,Michigan,289564,91049.1 - 10098052 (644)
26067,Ionia,Michigan,64176,36769.1 - 91049 (644)
26069,Iosco,Michigan,25247,19054.1 - 36769 (644)
26073,Isabella,Michigan,70775,36769.1 - 91049 (644)
26075,Jackson,Michigan,158913,91049.1 - 10098052 (644)
26077,Kalamazoo,Michigan,261573,91049.1 - 10098052 (644)
26081,Kent,Michigan,643140,91049.1 - 10098052 (644)
26085,Lake,Michigan,11763,9055.1 - 19054 (644)
26087,Lapeer,Michigan,88202,36769.1 - 91049 (644)
26091,Lenawee,Michigan,98474,91049.1 - 10098052 (644)
26093,Livingston,Michigan,188482,91049.1 - 10098052 (644)
26099,Macomb,Michigan,868704,91049.1 - 10098052 (644)
26101,Manistee,Michigan,24444,19054.1 - 36769 (644)
26105,Mason,Michigan,28884,19054.1 - 36769 (644)
26107,Mecosta,Michigan,43264,36769.1 - 91049 (644)
26111,Midland,Michigan,83389,36769.1 - 91049 (644)
26113,Missaukee,Michigan,15006,9055.1 - 19054 (644)
26115,Monroe,Michigan,149699,91049.1 - 10098052 (644)
26117,Montcalm,Michigan,63209,36769.1 - 91049 (644)
26121,Muskegon,Michigan,173043,91049.1 - 10098052 (644)
26123,Newaygo,Michigan,48142,36769.1 - 91049 (644)
26125,Oakland,Michigan,1250843,91049.1 - 10098052 (644)
26127,Oceana,Michigan,26417,19054.1 - 36769 (644)
26129,Ogemaw,Michigan,20928,19054.1 - 36769 (644)
26133,Osceola,Michigan,23232,19054.1 - 36769 (644)
26139,Ottawa,Michigan,284034,91049.1 - 10098052 (644)
26143,Roscommon,Michigan,23877,19054.1 - 36769 (644)
26145,Saginaw,Michigan,192778,91049.1 - 10098052 (644)
26147,St. Clair,Michigan,159566,91049.1 - 10098052 (644)
26149,St. Joseph,Michigan,60897,36769.1 - 91049 (644)
26151,Sanilac,Michigan,41376,36769.1 - 91049 (644)
26155,Shiawassee,Michigan,68493,36769.1 - 91049 (644)
26157,Tuscola,Michigan,53250,36769.1 - 91049 (644)
26159,Van Buren,Michigan,75272,36769.1 - 91049 (644)
26161,Washtenaw,Michigan,365961,91049.1 - 10098052 (644)
26163,Wayne,Michigan,1761382,91049.1 - 10098052 (644)
26165,Wexford,Michigan,33111,19054.1 - 36769 (644)
39001,Adams,Ohio,27878,19054.1 - 36769 (644)
39003,Allen,Ohio,103642,91049.1 - 10098052 (644)
39005,Ashland,Ohio,53477,36769.1 - 91049 (644)
39007,Ashtabula,Ohio,98136,91049.1 - 10098052 (644)
39009,Athens,Ohio,65936,36769.1 - 91049 (644)
39011,Auglaize,Ohio,45784,36769.1 - 91049 (644)
39013,Belmont,Ohio,68472,36769.1 - 91049 (644)
39015,Brown,Ohio,43679,36769.1 - 91049 (644)
39017,Butler,Ohio,378294,91049.1 - 10098052 (644)
39019,Carroll,Ohio,27578,19054.1 - 36769 (644)
39021,Champaign,Ohio,38864,36769.1 - 91049 (644)
39023,Clark,Ohio,135198,91049.1 - 10098052 (644)
39025,Clermont,Ohio,203216,91049.1 - 10098052 (644)
39027,Clinton,Ohio,41896,36769.1 - 91049 (644)
39029,Columbiana,Ohio,104003,91049.1 - 10098052 (644)
39031,Coshocton,Ohio,36574,19054.1 - 36769 (644)
39033,Crawford,Ohio,42021,36769.1 - 91049 (644)
39035,Cuyahoga,Ohio,1253783,91049.1 - 10098052 (644)
39037,Darke,Ohio,51734,36769.1 - 91049 (644)
39039,Defiance,Ohio,38279,36769.1 - 91049 (644)
39041,Delaware,Ohio,197008,91049.1 - 10098052 (644)
39043,Erie,Ohio,75136,36769.1 - 91049 (644)
39045,Fairfield,Ohio,152910,91049.1 - 10098052 (644)
39047,Fayette,Ohio,28645,19054.1 - 36769 (644)
39049,Franklin,Ohio,1275333,91049.1 - 10098052 (644)
39051,Fulton,Ohio,42305,36769.1 - 91049 (644)
39053,Gallia,Ohio,30195,19054.1 - 36769 (644)
39055,Geauga,Ohio,93961,91049.1 - 10098052 (644)
39057,Greene,Ohio,165811,91049.1 - 10098052 (644)
39059,Guernsey,Ohio,39274,36769.1 - 91049 (644)
39061,Hamilton,Ohio,812037,91049.1 - 10098052 (644)
39063,Hancock,Ohio,75690,36769.1 - 91049 (644)
39065,Hardin,Ohio,31542,19054.1 - 36769 (644)
39067,Harrison,Ohio,15307,9055.1 - 19054 (644)
39069,Henry,Ohio,27316,19054.1 - 36769 (644)
39071,Highland,Ohio,43007,36769.1 - 91049 (644)
39073,Hocking,Ohio,28495,19054.1 - 36769 (644)
39075,Holmes,Ohio,43859,36769.1 - 91049 (644)
39077,Huron,Ohio,58457,36769.1 - 91049 (644)
39079,Jackson,Ohio,32524,19054.1 - 36769 (644)
39081,Jefferson,Ohio,66886,36769.1 - 91049 (644)
39083,Knox,Ohio,61215,36769.1 - 91049 (644)
39085,Lake,Ohio,230052,91049.1 - 10098052 (644)
39087,Lawrence,Ohio,60622,36769.1 - 91049 (644)
39089,Licking,Ohio,172293,91049.1 - 10098052 (644)
39091,Logan,Ohio,45307,36769.1 - 91049 (644)
39093,Lorain,Ohio,306713,91049.1 - 10098052 (644)
39095,Lucas,Ohio,432379,91049.1 - 10098052 (644)
39097,Madison,Ohio,43988,36769.1 - 91049 (644)
39099,Mahoning,Ohio,231064,91049.1 - 10098052 (644)
39101,Marion,Ohio,65344,36769.1 - 91049 (644)
39103,Medina,Ohio,177257,91049.1 - 10098052 (644)
39105,Meigs,Ohio,23160,19054.1 - 36769 (644)
39107,Mercer,Ohio,40806,36769.1 - 91049 (644)
39109,Miami,Ohio,104800,91049.1 - 10098052 (644)
39111,Monroe,Ohio,14090,9055.1 - 19054 (644)
39113,Montgomery,Ohio,532034,91049.1 - 10098052 (644)
39115,Morgan,Ohio,14702,9055.1 - 19054 (644)
39117,Morrow,Ohio,34976,19054.1 - 36769 (644)
39119,Muskingum,Ohio,86076,36769.1 - 91049 (644)
39121,Noble,Ohio,14443,9055.1 - 19054 (644)
39123,Ottawa,Ohio,40709,36769.1 - 91049 (644)
39125,Paulding,Ohio,18872,9055.1 - 19054 (644)
39127,Perry,Ohio,35985,19054.1 - 36769 (644)
39129,Pickaway,Ohio,57420,36769.1 - 91049 (644)
39131,Pike,Ohio,28214,19054.1 - 36769 (644)
39133,Portage,Ohio,162644,91049.1 - 10098052 (644)
39135,Preble,Ohio,41207,36769.1 - 91049 (644)
39137,Putnam,Ohio,33969,19054.1 - 36769 (644)
39139,Richland,Ohio,121324,91049.1 - 10098052 (644)
39141,Ross,Ohio,77051,36769.1 - 91049 (644)
39143,Sandusky,Ohio,59299,36769.1 - 91049 (644)
39145,Scioto,Ohio,76377,36769.1 - 91049 (644)
39147,Seneca,Ohio,55475,36769.1 - 91049 (644)
39149,Shelby,Ohio,48797,36769.1 - 91049 (644)
39151,Stark,Ohio,373475,91049.1 - 10098052 (644)
39153,Summit,Ohio,541810,91049.1 - 10098052 (644)
39155,Trumbull,Ohio,201794,91049.1 - 10098052 (644)
39157,Tuscarawas,Ohio,92526,91049.1 - 10098052 (644)
39159,Union,Ohio,55654,36769.1 - 91049 (644)
39161,Van Wert,Ohio,28281,19054.1 - 36769 (644)
39163,Vinton,Ohio,13111,9055.1 - 19054 (644)
39165,Warren,Ohio,226564,91049.1 - 10098052 (644)
39167,Washington,Ohio,60671,36769.1 - 91049 (644)
39169,Wayne,Ohio,116208,91049.1 - 10098052 (644)
39171,Williams,Ohio,36936,36769.1 - 91049 (644)
39173,Wood,Ohio,129936,91049.1 - 10098052 (644)
39175,Wyandot,Ohio,22107,19054.1 - 36769 (644)
54007,Braxton,West Virginia,14282,9055.1 - 19054 (644)
54011,Cabell,West Virginia,95318,91049.1 - 10098052 (644)
54013,Calhoun,West Virginia,7396,75 - 9055 (644)
54015,Clay,West Virginia,8785,75 - 9055 (644)
54017,Doddridge,West Virginia,8536,75 - 9055 (644)
54021,Gilmer,West Virginia,8205,75 - 9055 (644)
54035,Jackson,West Virginia,29018,19054.1 - 36769 (644)
54051,Marshall,West Virginia,31645,19054.1 - 36769 (644)
54053,Mason,West Virginia,26939,19054.1 - 36769 (644)
54069,Ohio,West Virginia,42547,36769.1 - 91049 (644)
54073,Pleasants,West Virginia,7507,75 - 9055 (644)
54079,Putnam,West Virginia,56652,36769.1 - 91049 (644)
54085,Ritchie,West Virginia,9932,9055.1 - 19054 (644)
54087,Roane,West Virginia,14205,9055.1 - 19054 (644)
54095,Tyler,West Virginia,8909,75 - 9055 (644)
54103,Wetzel,West Virginia,15614,9055.1 - 19054 (644)
54105,Wirt,West Virginia,5797,75 - 9055 (644)
54107,Wood,West Virginia,85556,36769.1 - 91049 (644)
12011,Broward,Florida,1909151,91049.1 - 10098052 (644)
12085,Martin,Florida,157581,91049.1 - 10098052 (644)
12086,Miami-Dade,Florida,2715516,91049.1 - 10098052 (644)
12099,Palm Beach,Florida,1446277,91049.1 - 10098052 (644)
12111,St. Lucie,Florida,305591,91049.1 - 10098052 (644)
24037,St. Mary's,Maryland,111531,91049.1 - 10098052 (644)
24039,Somerset,Maryland,25737,19054.1 - 36769 (644)
24047,Worcester,Maryland,51564,36769.1 - 91049 (644)
37001,Alamance,North Carolina,160576,91049.1 - 10098052 (644)
37007,Anson,North Carolina,25306,19054.1 - 36769 (644)
37013,Beaufort,North Carolina,47243,36769.1 - 91049 (644)
37015,Bertie,North Carolina,19644,19054.1 - 36769 (644)
37017,Bladen,North Carolina,33778,19054.1 - 36769 (644)
37019,Brunswick,North Carolina,126860,91049.1 - 10098052 (644)
37025,Cabarrus,North Carolina,201448,91049.1 - 10098052 (644)
37029,Camden,North Carolina,10447,9055.1 - 19054 (644)
37031,Carteret,North Carolina,68920,36769.1 - 91049 (644)
37033,Caswell,North Carolina,22746,19054.1 - 36769 (644)
37037,Chatham,North Carolina,69791,36769.1 - 91049 (644)
37041,Chowan,North Carolina,14205,9055.1 - 19054 (644)
37047,Columbus,North Carolina,56293,36769.1 - 91049 (644)
37049,Craven,North Carolina,103082,91049.1 - 10098052 (644)
37051,Cumberland,North Carolina,332106,91049.1 - 10098052 (644)
37053,Currituck,North Carolina,25796,19054.1 - 36769 (644)
37055,Dare,North Carolina,35741,19054.1 - 36769 (644)
37057,Davidson,North Carolina,164664,91049.1 - 10098052 (644)
37059,Davie,North Carolina,41991,36769.1 - 91049 (644)
37061,Duplin,North Carolina,59062,36769.1 - 91049 (644)
37063,Durham,North Carolina,306457,91049.1 - 10098052 (644)
37065,Edgecombe,North Carolina,53332,36769.1 - 91049 (644)
37067,Forsyth,North Carolina,371573,91049.1 - 10098052 (644)
37069,Franklin,North Carolina,64902,36769.1 - 91049 (644)
37073,Gates,North Carolina,11563,9055.1 - 19054 (644)
37077,Granville,North Carolina,58874,36769.1 - 91049 (644)
37079,Greene,North Carolina,21008,19054.1 - 36769 (644)
37081,Guilford,North Carolina,523582,91049.1 - 10098052 (644)
37083,Halifax,North Carolina,51737,36769.1 - 91049 (644)
37085,Harnett,North Carolina,130361,91049.1 - 10098052 (644)
37091,Hertford,North Carolina,24153,19054.1 - 36769 (644)
37093,Hoke,North Carolina,53239,36769.1 - 91049 (644)
37095,Hyde,North Carolina,5393,75 - 9055 (644)
37101,Johnston,North Carolina,191172,91049.1 - 10098052 (644)
37103,Jones,North Carolina,9695,9055.1 - 19054 (644)
37105,Lee,North Carolina,60125,36769.1 - 91049 (644)
37107,Lenoir,North Carolina,57227,36769.1 - 91049 (644)
37117,Martin,North Carolina,23054,19054.1 - 36769 (644)
37123,Montgomery,North Carolina,27338,19054.1 - 36769 (644)
37125,Moore,North Carolina,95629,91049.1 - 10098052 (644)
37127,Nash,North Carolina,94003,91049.1 - 10098052 (644)
37129,New Hanover,North Carolina,224231,91049.1 - 10098052 (644)
37131,Northampton,North Carolina,20186,19054.1 - 36769 (644)
37133,Onslow,North Carolina,193912,91049.1 - 10098052 (644)
37135,Orange,North Carolina,142938,91049.1 - 10098052 (644)
37137,Pamlico,North Carolina,12742,9055.1 - 19054 (644)
37139,Pasquotank,North Carolina,39479,36769.1 - 91049 (644)
37141,Pender,North Carolina,59020,36769.1 - 91049 (644)
37143,Perquimans,North Carolina,13459,9055.1 - 19054 (644)
37145,Person,North Carolina,39305,36769.1 - 91049 (644)
37147,Pitt,North Carolina,177372,91049.1 - 10098052 (644)
37151,Randolph,North Carolina,142958,91049.1 - 10098052 (644)
37153,Richmond,North Carolina,45189,36769.1 - 91049 (644)
37155,Robeson,North Carolina,133442,91049.1 - 10098052 (644)
37157,Rockingham,North Carolina,91270,91049.1 - 10098052 (644)
37159,Rowan,North Carolina,139605,91049.1 - 10098052 (644)
37163,Sampson,North Carolina,63561,36769.1 - 91049 (644)
37165,Scotland,North Carolina,35262,19054.1 - 36769 (644)
37167,Stanly,North Carolina,61114,36769.1 - 91049 (644)
37169,Stokes,North Carolina,45905,36769.1 - 91049 (644)
37177,Tyrrell,North Carolina,4119,75 - 9055 (644)
37179,Union,North Carolina,226694,91049.1 - 10098052 (644)
37181,Vance,North Carolina,44482,36769.1 - 91049 (644)
37183,Wake,North Carolina,1046558,91049.1 - 10098052 (644)
37185,Warren,North Carolina,20033,19054.1 - 36769 (644)
37187,Washington,North Carolina,12156,9055.1 - 19054 (644)
37191,Wayne,North Carolina,124002,91049.1 - 10098052 (644)
37195,Wilson,North Carolina,81336,36769.1 - 91049 (644)
45015,Berkeley,South Carolina,209065,91049.1 - 10098052 (644)
45019,Charleston,South Carolina,394708,91049.1 - 10098052 (644)
45025,Chesterfield,South Carolina,46024,36769.1 - 91049 (644)
45027,Clarendon,South Carolina,34017,19054.1 - 36769 (644)
45031,Darlington,South Carolina,67253,36769.1 - 91049 (644)
45033,Dillon,South Carolina,30871,19054.1 - 36769 (644)
45035,Dorchester,South Carolina,155474,91049.1 - 10098052 (644)
45041,Florence,South Carolina,138561,91049.1 - 10098052 (644)
45043,Georgetown,South Carolina,61605,36769.1 - 91049 (644)
45051,Horry,South Carolina,320915,91049.1 - 10098052 (644)
45055,Kershaw,South Carolina,64361,36769.1 - 91049 (644)
45061,Lee,South Carolina,17606,9055.1 - 19054 (644)
45067,Marion,South Carolina,31562,19054.1 - 36769 (644)
45069,Marlboro,South Carolina,27131,19054.1 - 36769 (644)
45085,Sumter,South Carolina,106995,91049.1 - 10098052 (644)
45089,Williamsburg,South Carolina,31794,19054.1 - 36769 (644)
51001,Accomack,Virginia,32742,19054.1 - 36769 (644)
51003,Albemarle,Virginia,106355,91049.1 - 10098052 (644)
51005,Alleghany,Virginia,15286,9055.1 - 19054 (644)
51007,Amelia,Virginia,12854,9055.1 - 19054 (644)
51009,Amherst,Virginia,31882,19054.1 - 36769 (644)
51011,Appomattox,Virginia,15577,9055.1 - 19054 (644)
51015,Augusta,Virginia,74701,36769.1 - 91049 (644)
51017,Bath,Virginia,4393,75 - 9055 (644)
51019,Bedford County,Virginia,77908,36769.1 - 91049 (644)
51023,Botetourt,Virginia,33222,19054.1 - 36769 (644)
51025,Brunswick,Virginia,16665,9055.1 - 19054 (644)
51029,Buckingham,Virginia,17004,9055.1 - 19054 (644)
51031,Campbell,Virginia,55170,36769.1 - 91049 (644)
51033,Caroline,Virginia,30184,19054.1 - 36769 (644)
51036,Charles City,Virginia,6995,75 - 9055 (644)
51037,Charlotte,Virginia,12095,9055.1 - 19054 (644)
51041,Chesterfield,Virginia,339447,91049.1 - 10098052 (644)
51045,Craig,Virginia,5113,75 - 9055 (644)
51049,Cumberland,Virginia,9786,9055.1 - 19054 (644)
51053,Dinwiddie,Virginia,28308,19054.1 - 36769 (644)
51057,Essex,Virginia,11036,9055.1 - 19054 (644)
51063,Floyd,Virginia,15666,9055.1 - 19054 (644)
51065,Fluvanna,Virginia,26282,19054.1 - 36769 (644)
51067,Franklin County,Virginia,56233,36769.1 - 91049 (644)
51073,Gloucester,Virginia,37161,36769.1 - 91049 (644)
51075,Goochland,Virginia,22482,19054.1 - 36769 (644)
51079,Greene,Virginia,19410,19054.1 - 36769 (644)
51081,Greensville,Virginia,11659,9055.1 - 19054 (644)
51083,Halifax,Virginia,34779,19054.1 - 36769 (644)
51085,Hanover,Virginia,104449,91049.1 - 10098052 (644)
51087,Henrico,Virginia,325642,91049.1 - 10098052 (644)
51089,Henry,Virginia,51588,36769.1 - 91049 (644)
51093,Isle of Wight,Virginia,36372,19054.1 - 36769 (644)
51095,James City,Virginia,74153,36769.1 - 91049 (644)
51097,King and Queen,Virginia,7052,75 - 9055 (644)
51099,King George,Virginia,25890,19054.1 - 36769 (644)
51101,King William,Virginia,16497,9055.1 - 19054 (644)
51103,Lancaster,Virginia,10804,9055.1 - 19054 (644)
51109,Louisa,Virginia,35380,19054.1 - 36769 (644)
51111,Lunenburg,Virginia,12278,9055.1 - 19054 (644)
51115,Mathews,Virginia,8796,75 - 9055 (644)
51117,Mecklenburg,Virginia,30847,19054.1 - 36769 (644)
51119,Middlesex,Virginia,10700,9055.1 - 19054 (644)
51121,Montgomery,Virginia,97997,91049.1 - 10098052 (644)
51125,Nelson,Virginia,14812,9055.1 - 19054 (644)
51127,New Kent,Virginia,21103,19054.1 - 36769 (644)
51131,Northampton,Virginia,11957,9055.1 - 19054 (644)
51133,Northumberland,Virginia,12223,9055.1 - 19054 (644)
51135,Nottoway,Virginia,15500,9055.1 - 19054 (644)
51137,Orange,Virginia,35612,19054.1 - 36769 (644)
51141,Patrick,Virginia,17859,9055.1 - 19054 (644)
51143,Pittsylvania,Virginia,61676,36769.1 - 91049 (644)
51145,Powhatan,Virginia,28574,19054.1 - 36769 (644)
51147,Prince Edward,Virginia,22956,19054.1 - 36769 (644)
51149,Prince George,Virginia,37894,36769.1 - 91049 (644)
51159,Richmond County,Virginia,8878,75 - 9055 (644)
51161,Roanoke County,Virginia,93583,91049.1 - 10098052 (644)
51163,Rockbridge,Virginia,22509,19054.1 - 36769 (644)
51175,Southampton,Virginia,17939,9055.1 - 19054 (644)
51177,Spotsylvania,Virginia,131412,91049.1 - 10098052 (644)
51181,Surry,Virginia,6600,75 - 9055 (644)
51183,Sussex,Virginia,11486,9055.1 - 19054 (644)
51193,Westmoreland,Virginia,17638,9055.1 - 19054 (644)
51199,York,Virginia,67587,36769.1 - 91049 (644)
51530,Buena Vista,Virginia,6399,75 - 9055 (644)
51540,Charlottesville,Virginia,47042,36769.1 - 91049 (644)
51550,Chesapeake,Virginia,237820,91049.1 - 10098052 (644)
51570,Colonial Heights,Virginia,17593,9055.1 - 19054 (644)
51580,Covington,Virginia,5582,75 - 9055 (644)
51590,Danville,Virginia,41512,36769.1 - 91049 (644)
51595,Emporia,Virginia,5381,75 - 9055 (644)
51620,Franklin City,Virginia,8211,75 - 9055 (644)
51630,Fredericksburg,Virginia,28469,19054.1 - 36769 (644)
51650,Hampton,Virginia,135583,91049.1 - 10098052 (644)
51670,Hopewell,Virginia,22408,19054.1 - 36769 (644)
51678,Lexington,Virginia,7110,75 - 9055 (644)
51680,Lynchburg,Virginia,80131,36769.1 - 91049 (644)
51690,Martinsville,Virginia,13101,9055.1 - 19054 (644)
51700,Newport News,Virginia,180145,91049.1 - 10098052 (644)
51710,Norfolk,Virginia,245592,91049.1 - 10098052 (644)
51730,Petersburg,Virginia,31827,19054.1 - 36769 (644)
51735,Poquoson,Virginia,12039,9055.1 - 19054 (644)
51740,Portsmouth,Virginia,95311,91049.1 - 10098052 (644)
51750,Radford,Virginia,17630,9055.1 - 19054 (644)
51760,Richmond City,Virginia,223787,91049.1 - 10098052 (644)
51770,Roanoke City,Virginia,99621,91049.1 - 10098052 (644)
51775,Salem,Virginia,25519,19054.1 - 36769 (644)
51790,Staunton,Virginia,24452,19054.1 - 36769 (644)
51800,Suffolk,Virginia,89160,36769.1 - 91049 (644)
51810,Virginia Beach,Virginia,450135,91049.1 - 10098052 (644)
51820,Waynesboro,Virginia,21926,19054.1 - 36769 (644)
51830,Williamsburg,Virginia,14788,9055.1 - 19054 (644)
54025,Greenbrier,West Virginia,35347,19054.1 - 36769 (644)
54063,Monroe,West Virginia,13467,9055.1 - 19054 (644)
10001,Kent,Delaware,174822,91049.1 - 10098052 (644)
10003,New Castle,Delaware,555133,91049.1 - 10098052 (644)
10005,Sussex,Delaware,219540,91049.1 - 10098052 (644)
11001,District of Columbia,District of Columbia,684498,91049.1 - 10098052 (644)
24001,Allegany,Maryland,71977,36769.1 - 91049 (644)
24003,Anne Arundel,Maryland,567696,91049.1 - 10098052 (644)
24005,Baltimore County,Maryland,827625,91049.1 - 10098052 (644)
24009,Calvert,Maryland,91082,91049.1 - 10098052 (644)
24011,Caroline,Maryland,32875,19054.1 - 36769 (644)
24013,Carroll,Maryland,167522,91049.1 - 10098052 (644)
24015,Cecil,Maryland,102517,91049.1 - 10098052 (644)
24017,Charles,Maryland,157671,91049.1 - 10098052 (644)
24019,Dorchester,Maryland,32261,19054.1 - 36769 (644)
24021,Frederick,Maryland,248472,91049.1 - 10098052 (644)
24023,Garrett,Maryland,29376,19054.1 - 36769 (644)
24025,Harford,Maryland,251025,91049.1 - 10098052 (644)
24027,Howard,Maryland,315327,91049.1 - 10098052 (644)
24029,Kent,Maryland,19593,19054.1 - 36769 (644)
24031,Montgomery,Maryland,1040133,91049.1 - 10098052 (644)
24033,Prince George's,Maryland,906202,91049.1 - 10098052 (644)
24035,Queen Anne's,Maryland,49355,36769.1 - 91049 (644)
24041,Talbot,Maryland,37211,36769.1 - 91049 (644)
24043,Washington,Maryland,149811,91049.1 - 10098052 (644)
24045,Wicomico,Maryland,102172,91049.1 - 10098052 (644)
24510,Baltimore City,Maryland,614700,91049.1 - 10098052 (644)
34001,Atlantic,New Jersey,268539,91049.1 - 10098052 (644)
34003,Bergen,New Jersey,929999,91049.1 - 10098052 (644)
34005,Burlington,New Jersey,446367,91049.1 - 10098052 (644)
34007,Camden,New Jersey,507367,91049.1 - 10098052 (644)
34009,Cape May,New Jersey,93705,91049.1 - 10098052 (644)
34011,Cumberland,New Jersey,153400,91049.1 - 10098052 (644)
34013,Essex,New Jersey,793555,91049.1 - 10098052 (644)
34015,Gloucester,New Jersey,290852,91049.1 - 10098052 (644)
34019,Hunterdon,New Jersey,125051,91049.1 - 10098052 (644)
34021,Mercer,New Jersey,368762,91049.1 - 10098052 (644)
34023,Middlesex,New Jersey,826698,91049.1 - 10098052 (644)
34025,Monmouth,New Jersey,623387,91049.1 - 10098052 (644)
34027,Morris,New Jersey,494383,91049.1 - 10098052 (644)
34029,Ocean,New Jersey,591939,91049.1 - 10098052 (644)
34031,Passaic,New Jersey,504041,91049.1 - 10098052 (644)
34033,Salem,New Jersey,63336,36769.1 - 91049 (644)
34035,Somerset,New Jersey,330176,91049.1 - 10098052 (644)
34037,Sussex,New Jersey,142298,91049.1 - 10098052 (644)
34039,Union,New Jersey,553066,91049.1 - 10098052 (644)
34041,Warren,New Jersey,106293,91049.1 - 10098052 (644)
36003,Allegany,New York,47025,36769.1 - 91049 (644)
36007,Broome,New York,194402,91049.1 - 10098052 (644)
36009,Cattaraugus,New York,77686,36769.1 - 91049 (644)
36011,Cayuga,New York,77868,36769.1 - 91049 (644)
36013,Chautauqua,New York,129656,91049.1 - 10098052 (644)
36015,Chemung,New York,85740,36769.1 - 91049 (644)
36017,Chenango,New York,48348,36769.1 - 91049 (644)
36023,Cortland,New York,48123,36769.1 - 91049 (644)
36025,Delaware,New York,45502,36769.1 - 91049 (644)
36029,Erie,New York,919866,91049.1 - 10098052 (644)
36033,Franklin,New York,50692,36769.1 - 91049 (644)
36035,Fulton,New York,53743,36769.1 - 91049 (644)
36037,Genesee,New York,58112,36769.1 - 91049 (644)
36039,Greene,New York,47617,36769.1 - 91049 (644)
36041,Hamilton,New York,4575,75 - 9055 (644)
36043,Herkimer,New York,62505,36769.1 - 91049 (644)
36045,Jefferson,New York,114448,91049.1 - 10098052 (644)
36049,Lewis,New York,26719,19054.1 - 36769 (644)
36051,Livingston,New York,63907,36769.1 - 91049 (644)
36053,Madison,New York,71359,36769.1 - 91049 (644)
36055,Monroe,New York,744248,91049.1 - 10098052 (644)
36057,Montgomery,New York,49426,36769.1 - 91049 (644)
36063,Niagara,New York,211704,91049.1 - 10098052 (644)
36065,Oneida,New York,230782,91049.1 - 10098052 (644)
36067,Onondaga,New York,464242,91049.1 - 10098052 (644)
36069,Ontario,New York,109472,91049.1 - 10098052 (644)
36071,Orange,New York,378227,91049.1 - 10098052 (644)
36073,Orleans,New York,41175,36769.1 - 91049 (644)
36075,Oswego,New York,119104,91049.1 - 10098052 (644)
36077,Otsego,New York,60244,36769.1 - 91049 (644)
36085,Richmond,New York,474101,91049.1 - 10098052 (644)
36089,St. Lawrence,New York,109558,91049.1 - 10098052 (644)
36095,Schoharie,New York,31364,19054.1 - 36769 (644)
36097,Schuyler,New York,17992,9055.1 - 19054 (644)
36099,Seneca,New York,34612,19054.1 - 36769 (644)
36101,Steuben,New York,96927,91049.1 - 10098052 (644)
36105,Sullivan,New York,75211,36769.1 - 91049 (644)
36107,Tioga,New York,49045,36769.1 - 91049 (644)
36109,Tompkins,New York,102962,91049.1 - 10098052 (644)
36111,Ulster,New York,179303,91049.1 - 10098052 (644)
36117,Wayne,New York,90856,36769.1 - 91049 (644)
36121,Wyoming,New York,40565,36769.1 - 91049 (644)
36123,Yates,New York,25009,19054.1 - 36769 (644)
42001,Adams,Pennsylvania,102023,91049.1 - 10098052 (644)
42003,Allegheny,Pennsylvania,1225561,91049.1 - 10098052 (644)
42005,Armstrong,Pennsylvania,66331,36769.1 - 91049 (644)
42007,Beaver,Pennsylvania,166896,91049.1 - 10098052 (644)
42009,Bedford,Pennsylvania,48611,36769.1 - 91049 (644)
42011,Berks,Pennsylvania,416642,91049.1 - 10098052 (644)
42013,Blair,Pennsylvania,123842,91049.1 - 10098052 (644)
42015,Bradford,Pennsylvania,61304,36769.1 - 91049 (644)
42017,Bucks,Pennsylvania,626370,91049.1 - 10098052 (644)
