cnty_fips,county,state,Value,theme_range
5049,Fulton,Arizona,12139,9055.1 - 19054 (644)
5051,Garland,Arizona,98296,91049.1 - 10098052 (644)
5053,Grant,Arizona,18086,9055.1 - 19054 (644)
5055,Greene,Arizona,44623,36769.1 - 91049 (644)
5059,Hot Spring,Arizona,33520,19054.1 - 36769 (644)
5063,Independence,Arizona,37264,36769.1 - 91049 (644)
5065,Izard,Arizona,13559,9055.1 - 19054 (644)
5067,Jackson,Arizona,17225,9055.1 - 19054 (644)
5069,Jefferson,Arizona,70424,36769.1 - 91049 (644)
5071,Johnson,Arizona,26291,19054.1 - 36769 (644)
5073,Lafayette,Arizona,6915,75 - 9055 (644)
5075,Lawrence,Arizona,16669,9055.1 - 19054 (644)
5077,Lee,Arizona,9398,9055.1 - 19054 (644)
5079,Lincoln,Arizona,13695,9055.1 - 19054 (644)
5085,Lonoke,Arizona,72206,36769.1 - 91049 (644)
5089,Marion,Arizona,16438,9055.1 - 19054 (644)
5093,Mississippi,Arizona,42831,36769.1 - 91049 (644)
5095,Monroe,Arizona,7249,75 - 9055 (644)
5097,Montgomery,Arizona,8993,75 - 9055 (644)
5099,Nevada,Arizona,8440,75 - 9055 (644)
5101,Newton,Arizona,7848,75 - 9055 (644)
5103,Ouachita,Arizona,24106,19054.1 - 36769 (644)
5105,Perry,Arizona,10322,9055.1 - 19054 (644)
5107,Phillips,Arizona,19034,9055.1 - 19054 (644)
5109,Pike,Arizona,10808,9055.1 - 19054 (644)
5111,Poinsett,Arizona,24054,19054.1 - 36769 (644)
5115,Pope,Arizona,63644,36769.1 - 91049 (644)
5117,Prairie,Arizona,8244,75 - 9055 (644)
5119,Pulaski,Arizona,393463,91049.1 - 10098052 (644)
5121,Randolph,Arizona,17603,9055.1 - 19054 (644)
5123,St. Francis,Arizona,26294,19054.1 - 36769 (644)
5125,Saline,Arizona,118009,91049.1 - 10098052 (644)
5129,Searcy,Arizona,7923,75 - 9055 (644)
5135,Sharp,Arizona,17043,9055.1 - 19054 (644)
5137,Stone,Arizona,12446,9055.1 - 19054 (644)
5139,Union,Arizona,39732,36769.1 - 91049 (644)
5141,Van Buren,Arizona,16684,9055.1 - 19054 (644)
5145,White,Arizona,78804,36769.1 - 91049 (644)
5147,Woodruff,Arizona,6660,75 - 9055 (644)
5149,Yell,Arizona,21573,19054.1 - 36769 (644)
17003,Alexander,Illinois,6532,75 - 9055 (644)
17055,Franklin,Illinois,39127,36769.1 - 91049 (644)
17059,Gallatin,Illinois,5157,75 - 9055 (644)
17065,Hamilton,Illinois,8221,75 - 9055 (644)
17069,Hardin,Illinois,4009,75 - 9055 (644)
17077,Jackson,Illinois,58551,36769.1 - 91049 (644)
17081,Jefferson,Illinois,38169,36769.1 - 91049 (644)
17087,Johnson,Illinois,12602,9055.1 - 19054 (644)
17127,Massac,Illinois,14430,9055.1 - 19054 (644)
17133,Monroe,Illinois,33936,19054.1 - 36769 (644)
17145,Perry,Illinois,21384,19054.1 - 36769 (644)
17151,Pope,Illinois,4249,75 - 9055 (644)
17153,Pulaski,Illinois,5611,75 - 9055 (644)
17157,Randolph,Illinois,32546,19054.1 - 36769 (644)
17165,Saline,Illinois,24231,19054.1 - 36769 (644)
17181,Union,Illinois,17127,9055.1 - 19054 (644)
17189,Washington,Illinois,14155,9055.1 - 19054 (644)
17193,White,Illinois,14025,9055.1 - 19054 (644)
17199,Williamson,Illinois,67299,36769.1 - 91049 (644)
18051,Gibson,Indiana,33596,19054.1 - 36769 (644)
18129,Posey,Indiana,25589,19054.1 - 36769 (644)
18163,Vanderburgh,Indiana,181313,91049.1 - 10098052 (644)
18173,Warrick,Indiana,61928,36769.1 - 91049 (644)
21007,Ballard,Kentucky,8090,75 - 9055 (644)
21033,Caldwell,Kentucky,12727,9055.1 - 19054 (644)
21035,Calloway,Kentucky,38776,36769.1 - 91049 (644)
21039,Carlisle,Kentucky,4841,75 - 9055 (644)
21047,Christian,Kentucky,72263,36769.1 - 91049 (644)
21055,Crittenden,Kentucky,9083,9055.1 - 19054 (644)
21075,Fulton,Kentucky,6210,75 - 9055 (644)
21083,Graves,Kentucky,37294,36769.1 - 91049 (644)
21101,Henderson,Kentucky,46137,36769.1 - 91049 (644)
21105,Hickman,Kentucky,4568,75 - 9055 (644)
21107,Hopkins,Kentucky,45664,36769.1 - 91049 (644)
21139,Livingston,Kentucky,9263,9055.1 - 19054 (644)
21143,Lyon,Kentucky,8186,75 - 9055 (644)
21145,McCracken,Kentucky,65284,36769.1 - 91049 (644)
21149,McLean,Kentucky,9331,9055.1 - 19054 (644)
21157,Marshall,Kentucky,31166,19054.1 - 36769 (644)
21219,Todd,Kentucky,12350,9055.1 - 19054 (644)
21221,Trigg,Kentucky,14344,9055.1 - 19054 (644)
21225,Union,Kentucky,14802,9055.1 - 19054 (644)
21233,Webster,Kentucky,13155,9055.1 - 19054 (644)
22013,Bienville,Louisiana,13668,9055.1 - 19054 (644)
22015,Bossier,Louisiana,126131,91049.1 - 10098052 (644)
22027,Claiborne,Louisiana,16153,9055.1 - 19054 (644)
22035,East Carroll,Louisiana,7225,75 - 9055 (644)
22041,Franklin,Louisiana,20322,19054.1 - 36769 (644)
22049,Jackson,Louisiana,15926,9055.1 - 19054 (644)
22061,Lincoln,Louisiana,47356,36769.1 - 91049 (644)
22065,Madison,Louisiana,11472,9055.1 - 19054 (644)
22067,Morehouse,Louisiana,25992,19054.1 - 36769 (644)
22073,Ouachita,Louisiana,156075,91049.1 - 10098052 (644)
22083,Richland,Louisiana,20474,19054.1 - 36769 (644)
22111,Union,Louisiana,22475,19054.1 - 36769 (644)
22119,Webster,Louisiana,39631,36769.1 - 91049 (644)
22123,West Carroll,Louisiana,11180,9055.1 - 19054 (644)
28003,Alcorn,Mississippi,37180,36769.1 - 91049 (644)
28007,Attala,Mississippi,18581,9055.1 - 19054 (644)
28009,Benton,Mississippi,8253,75 - 9055 (644)
28011,Bolivar,Mississippi,32592,19054.1 - 36769 (644)
28013,Calhoun,Mississippi,14571,9055.1 - 19054 (644)
28015,Carroll,Mississippi,10129,9055.1 - 19054 (644)
28017,Chickasaw,Mississippi,17279,9055.1 - 19054 (644)
28019,Choctaw,Mississippi,8321,75 - 9055 (644)
28025,Clay,Mississippi,19808,19054.1 - 36769 (644)
28027,Coahoma,Mississippi,23802,19054.1 - 36769 (644)
28033,DeSoto,Mississippi,176132,91049.1 - 10098052 (644)
28043,Grenada,Mississippi,21278,19054.1 - 36769 (644)
28049,Hinds,Mississippi,241774,91049.1 - 10098052 (644)
28051,Holmes,Mississippi,18075,9055.1 - 19054 (644)
28053,Humphreys,Mississippi,8539,75 - 9055 (644)
28055,Issaquena,Mississippi,1328,75 - 9055 (644)
28057,Itawamba,Mississippi,23480,19054.1 - 36769 (644)
28069,Kemper,Mississippi,10107,9055.1 - 19054 (644)
28071,Lafayette,Mississippi,53459,36769.1 - 91049 (644)
28075,Lauderdale,Mississippi,77323,36769.1 - 91049 (644)
28079,Leake,Mississippi,22870,19054.1 - 36769 (644)
28081,Lee,Mississippi,84915,36769.1 - 91049 (644)
28083,Leflore,Mississippi,29804,19054.1 - 36769 (644)
28087,Lowndes,Mississippi,59437,36769.1 - 91049 (644)
28089,Madison,Mississippi,103498,91049.1 - 10098052 (644)
28093,Marshall,Mississippi,35787,19054.1 - 36769 (644)
28095,Monroe,Mississippi,35840,19054.1 - 36769 (644)
28097,Montgomery,Mississippi,10198,9055.1 - 19054 (644)
28099,Neshoba,Mississippi,29376,19054.1 - 36769 (644)
28101,Newton,Mississippi,21524,19054.1 - 36769 (644)
28103,Noxubee,Mississippi,10828,9055.1 - 19054 (644)
28105,Oktibbeha,Mississippi,49481,36769.1 - 91049 (644)
28107,Panola,Mississippi,34243,19054.1 - 36769 (644)
28115,Pontotoc,Mississippi,31315,19054.1 - 36769 (644)
28117,Prentiss,Mississippi,25360,19054.1 - 36769 (644)
28119,Quitman,Mississippi,7372,75 - 9055 (644)
28121,Rankin,Mississippi,151240,91049.1 - 10098052 (644)
28123,Scott,Mississippi,28415,19054.1 - 36769 (644)
28125,Sharkey,Mississippi,4511,75 - 9055 (644)
28133,Sunflower,Mississippi,26532,19054.1 - 36769 (644)
28135,Tallahatchie,Mississippi,14361,9055.1 - 19054 (644)
28137,Tate,Mississippi,28493,19054.1 - 36769 (644)
28139,Tippah,Mississippi,21990,19054.1 - 36769 (644)
28141,Tishomingo,Mississippi,19478,19054.1 - 36769 (644)
28143,Tunica,Mississippi,10170,9055.1 - 19054 (644)
28145,Union,Mississippi,28356,19054.1 - 36769 (644)
28149,Warren,Mississippi,47075,36769.1 - 91049 (644)
28151,Washington,Mississippi,47086,36769.1 - 91049 (644)
28155,Webster,Mississippi,9828,9055.1 - 19054 (644)
28159,Winston,Mississippi,18358,9055.1 - 19054 (644)
28161,Yalobusha,Mississippi,12421,9055.1 - 19054 (644)
28163,Yazoo,Mississippi,27974,19054.1 - 36769 (644)
29015,Benton,Missouri,18989,9055.1 - 19054 (644)
29017,Bollinger,Missouri,12281,9055.1 - 19054 (644)
29023,Butler,Missouri,42733,36769.1 - 91049 (644)
29029,Camden,Missouri,45096,36769.1 - 91049 (644)
29031,Cape Girardeau,Missouri,78324,36769.1 - 91049 (644)
29035,Carter,Missouri,6197,75 - 9055 (644)
29043,Christian,Missouri,84275,36769.1 - 91049 (644)
29055,Crawford,Missouri,24280,19054.1 - 36769 (644)
29059,Dallas,Missouri,16499,9055.1 - 19054 (644)
29065,Dent,Missouri,15504,9055.1 - 19054 (644)
29067,Douglas,Missouri,13374,9055.1 - 19054 (644)
29069,Dunklin,Missouri,30428,19054.1 - 36769 (644)
29077,Greene,Missouri,288429,91049.1 - 10098052 (644)
29085,Hickory,Missouri,9368,9055.1 - 19054 (644)
29091,Howell,Missouri,40102,36769.1 - 91049 (644)
29093,Iron,Missouri,10221,9055.1 - 19054 (644)
29099,Jefferson,Missouri,223302,91049.1 - 10098052 (644)
29105,Laclede,Missouri,35507,19054.1 - 36769 (644)
29123,Madison,Missouri,12205,9055.1 - 19054 (644)
29125,Maries,Missouri,8884,75 - 9055 (644)
29131,Miller,Missouri,25049,19054.1 - 36769 (644)
29133,Mississippi,Missouri,13748,9055.1 - 19054 (644)
29143,New Madrid,Missouri,17811,9055.1 - 19054 (644)
29149,Oregon,Missouri,10699,9055.1 - 19054 (644)
29153,Ozark,Missouri,9236,9055.1 - 19054 (644)
29155,Pemiscot,Missouri,17031,9055.1 - 19054 (644)
29157,Perry,Missouri,19146,19054.1 - 36769 (644)
29161,Phelps,Missouri,44789,36769.1 - 91049 (644)
29167,Polk,Missouri,31549,19054.1 - 36769 (644)
29169,Pulaski,Missouri,52591,36769.1 - 91049 (644)
29179,Reynolds,Missouri,6315,75 - 9055 (644)
29181,Ripley,Missouri,13693,9055.1 - 19054 (644)
29186,Ste. Genevieve,Missouri,17871,9055.1 - 19054 (644)
29187,St. Francois,Missouri,66342,36769.1 - 91049 (644)
29201,Scott,Missouri,38729,36769.1 - 91049 (644)
29203,Shannon,Missouri,8246,75 - 9055 (644)
29207,Stoddard,Missouri,29512,19054.1 - 36769 (644)
29209,Stone,Missouri,31527,19054.1 - 36769 (644)
29213,Taney,Missouri,54720,36769.1 - 91049 (644)
29215,Texas,Missouri,25671,19054.1 - 36769 (644)
29221,Washington,Missouri,24931,19054.1 - 36769 (644)
29223,Wayne,Missouri,13308,9055.1 - 19054 (644)
29225,Webster,Missouri,38082,36769.1 - 91049 (644)
29229,Wright,Missouri,18293,9055.1 - 19054 (644)
47005,Benton,Tennessee,16112,9055.1 - 19054 (644)
47017,Carroll,Tennessee,28018,19054.1 - 36769 (644)
47023,Chester,Tennessee,17150,9055.1 - 19054 (644)
47033,Crockett,Tennessee,14499,9055.1 - 19054 (644)
47039,Decatur,Tennessee,11683,9055.1 - 19054 (644)
47043,Dickson,Tennessee,51988,36769.1 - 91049 (644)
47045,Dyer,Tennessee,37576,36769.1 - 91049 (644)
47047,Fayette,Tennessee,39692,36769.1 - 91049 (644)
47053,Gibson,Tennessee,49175,36769.1 - 91049 (644)
47069,Hardeman,Tennessee,25562,19054.1 - 36769 (644)
47071,Hardin,Tennessee,25771,19054.1 - 36769 (644)
47075,Haywood,Tennessee,17779,9055.1 - 19054 (644)
47077,Henderson,Tennessee,27859,19054.1 - 36769 (644)
47079,Henry,Tennessee,32279,19054.1 - 36769 (644)
47081,Hickman,Tennessee,24678,19054.1 - 36769 (644)
47083,Houston,Tennessee,8176,75 - 9055 (644)
47085,Humphreys,Tennessee,18318,9055.1 - 19054 (644)
47095,Lake,Tennessee,7526,75 - 9055 (644)
47097,Lauderdale,Tennessee,26297,19054.1 - 36769 (644)
47099,Lawrence,Tennessee,42937,36769.1 - 91049 (644)
47101,Lewis,Tennessee,11956,9055.1 - 19054 (644)
47109,McNairy,Tennessee,25903,19054.1 - 36769 (644)
47113,Madison,Tennessee,97682,91049.1 - 10098052 (644)
47125,Montgomery,Tennessee,196387,91049.1 - 10098052 (644)
47131,Obion,Tennessee,30520,19054.1 - 36769 (644)
47135,Perry,Tennessee,7912,75 - 9055 (644)
47157,Shelby,Tennessee,937005,91049.1 - 10098052 (644)
47161,Stewart,Tennessee,13301,9055.1 - 19054 (644)
47167,Tipton,Tennessee,61446,36769.1 - 91049 (644)
47181,Wayne,Tennessee,16649,9055.1 - 19054 (644)
47183,Weakley,Tennessee,33626,19054.1 - 36769 (644)
17001,Adams,Illinois,66427,36769.1 - 91049 (644)
17005,Bond,Illinois,16712,9055.1 - 19054 (644)
17007,Boone,Illinois,53606,36769.1 - 91049 (644)
17009,Brown,Illinois,6675,75 - 9055 (644)
17011,Bureau,Illinois,33381,19054.1 - 36769 (644)
17013,Calhoun,Illinois,4858,75 - 9055 (644)
17015,Carroll,Illinois,14562,9055.1 - 19054 (644)
17017,Cass,Illinois,12665,9055.1 - 19054 (644)
17019,Champaign,Illinois,209448,91049.1 - 10098052 (644)
17021,Christian,Illinois,33231,19054.1 - 36769 (644)
17023,Clark,Illinois,15836,9055.1 - 19054 (644)
17025,Clay,Illinois,13338,9055.1 - 19054 (644)
17027,Clinton,Illinois,37628,36769.1 - 91049 (644)
17029,Coles,Illinois,51736,36769.1 - 91049 (644)
17031,Cook,Illinois,5223719,91049.1 - 10098052 (644)
17033,Crawford,Illinois,19088,19054.1 - 36769 (644)
17035,Cumberland,Illinois,10865,9055.1 - 19054 (644)
17037,DeKalb,Illinois,104200,91049.1 - 10098052 (644)
17039,De Witt,Illinois,16042,9055.1 - 19054 (644)
17041,Douglas,Illinois,19714,19054.1 - 36769 (644)
17043,DuPage,Illinois,931743,91049.1 - 10098052 (644)
17045,Edgar,Illinois,17539,9055.1 - 19054 (644)
17047,Edwards,Illinois,6507,75 - 9055 (644)
17049,Effingham,Illinois,34174,19054.1 - 36769 (644)
17051,Fayette,Illinois,21724,19054.1 - 36769 (644)
17053,Ford,Illinois,13398,9055.1 - 19054 (644)
17057,Fulton,Illinois,35418,19054.1 - 36769 (644)
17061,Greene,Illinois,13218,9055.1 - 19054 (644)
17063,Grundy,Illinois,50509,36769.1 - 91049 (644)
17067,Hancock,Illinois,18112,9055.1 - 19054 (644)
17071,Henderson,Illinois,6884,75 - 9055 (644)
17073,Henry,Illinois,49464,36769.1 - 91049 (644)
17075,Iroquois,Illinois,28169,19054.1 - 36769 (644)
17079,Jasper,Illinois,9598,9055.1 - 19054 (644)
17083,Jersey,Illinois,22069,19054.1 - 36769 (644)
17085,Jo Daviess,Illinois,21834,19054.1 - 36769 (644)
17089,Kane,Illinois,530839,91049.1 - 10098052 (644)
17091,Kankakee,Illinois,111061,91049.1 - 10098052 (644)
17093,Kendall,Illinois,124626,91049.1 - 10098052 (644)
17095,Knox,Illinois,50999,36769.1 - 91049 (644)
17097,Lake,Illinois,703619,91049.1 - 10098052 (644)
17099,LaSalle,Illinois,110401,91049.1 - 10098052 (644)
17101,Lawrence,Illinois,16189,9055.1 - 19054 (644)
17103,Lee,Illinois,34527,19054.1 - 36769 (644)
17105,Livingston,Illinois,36324,19054.1 - 36769 (644)
17107,Logan,Illinois,29207,19054.1 - 36769 (644)
17109,McDonough,Illinois,30875,19054.1 - 36769 (644)
17111,McHenry,Illinois,307789,91049.1 - 10098052 (644)
17113,McLean,Illinois,173219,91049.1 - 10098052 (644)
17115,Macon,Illinois,106512,91049.1 - 10098052 (644)
17117,Macoupin,Illinois,45719,36769.1 - 91049 (644)
17119,Madison,Illinois,265670,91049.1 - 10098052 (644)
17121,Marion,Illinois,38084,36769.1 - 91049 (644)
17123,Marshall,Illinois,11794,9055.1 - 19054 (644)
17125,Mason,Illinois,13778,9055.1 - 19054 (644)
17129,Menard,Illinois,12367,9055.1 - 19054 (644)
17131,Mercer,Illinois,15693,9055.1 - 19054 (644)
17135,Montgomery,Illinois,29009,19054.1 - 36769 (644)
17137,Morgan,Illinois,34426,19054.1 - 36769 (644)
17139,Moultrie,Illinois,14703,9055.1 - 19054 (644)
17141,Ogle,Illinois,51328,36769.1 - 91049 (644)
17143,Peoria,Illinois,184463,91049.1 - 10098052 (644)
17147,Piatt,Illinois,16427,9055.1 - 19054 (644)
17149,Pike,Illinois,15754,9055.1 - 19054 (644)
17155,Putnam,Illinois,5746,75 - 9055 (644)
17159,Richland,Illinois,15881,9055.1 - 19054 (644)
17161,Rock Island,Illinois,145275,91049.1 - 10098052 (644)
17163,St. Clair,Illinois,263463,91049.1 - 10098052 (644)
17167,Sangamon,Illinois,197661,91049.1 - 10098052 (644)
17169,Schuyler,Illinois,7064,75 - 9055 (644)
17171,Scott,Illinois,5047,75 - 9055 (644)
17173,Shelby,Illinois,21832,19054.1 - 36769 (644)
17175,Stark,Illinois,5500,75 - 9055 (644)
17177,Stephenson,Illinois,45433,36769.1 - 91049 (644)
17179,Tazewell,Illinois,133852,91049.1 - 10098052 (644)
17183,Vermilion,Illinois,78407,36769.1 - 91049 (644)
17185,Wabash,Illinois,11573,9055.1 - 19054 (644)
17187,Warren,Illinois,17338,9055.1 - 19054 (644)
17191,Wayne,Illinois,16487,9055.1 - 19054 (644)
17195,Whiteside,Illinois,56396,36769.1 - 91049 (644)
17197,Will,Illinois,688697,91049.1 - 10098052 (644)
17201,Winnebago,Illinois,286174,91049.1 - 10098052 (644)
17203,Woodford,Illinois,38817,36769.1 - 91049 (644)
18007,Benton,Indiana,8667,75 - 9055 (644)
18045,Fountain,Indiana,16486,9055.1 - 19054 (644)
18083,Knox,Indiana,37409,36769.1 - 91049 (644)
18089,Lake,Indiana,486849,91049.1 - 10098052 (644)
18111,Newton,Indiana,14018,9055.1 - 19054 (644)
18121,Parke,Indiana,16996,9055.1 - 19054 (644)
18125,Pike,Indiana,12411,9055.1 - 19054 (644)
18153,Sullivan,Indiana,20792,19054.1 - 36769 (644)
18165,Vermillion,Indiana,15560,9055.1 - 19054 (644)
18167,Vigo,Indiana,107693,91049.1 - 10098052 (644)
18171,Warren,Indiana,8247,75 - 9055 (644)
19005,Allamakee,Iowa,13880,9055.1 - 19054 (644)
19007,Appanoose,Iowa,12510,9055.1 - 19054 (644)
19011,Benton,Iowa,25626,19054.1 - 36769 (644)
19013,Black Hawk,Iowa,133009,91049.1 - 10098052 (644)
19017,Bremer,Iowa,24782,19054.1 - 36769 (644)
19019,Buchanan,Iowa,21125,19054.1 - 36769 (644)
19023,Butler,Iowa,14735,9055.1 - 19054 (644)
19031,Cedar,Iowa,18445,9055.1 - 19054 (644)
19033,Cerro Gordo,Iowa,42984,36769.1 - 91049 (644)
19037,Chickasaw,Iowa,12099,9055.1 - 19054 (644)
19043,Clayton,Iowa,17672,9055.1 - 19054 (644)
19045,Clinton,Iowa,47218,36769.1 - 91049 (644)
19051,Davis,Iowa,8885,75 - 9055 (644)
19055,Delaware,Iowa,17258,9055.1 - 19054 (644)
19057,Des Moines,Iowa,39600,36769.1 - 91049 (644)
19061,Dubuque,Iowa,96802,91049.1 - 10098052 (644)
19065,Fayette,Iowa,19929,19054.1 - 36769 (644)
19067,Floyd,Iowa,15858,9055.1 - 19054 (644)
19069,Franklin,Iowa,10245,9055.1 - 19054 (644)
19075,Grundy,Iowa,12341,9055.1 - 19054 (644)
19083,Hardin,Iowa,17127,9055.1 - 19054 (644)
19087,Henry,Iowa,19926,19054.1 - 36769 (644)
19089,Howard,Iowa,9264,9055.1 - 19054 (644)
19095,Iowa,Iowa,16207,9055.1 - 19054 (644)
19097,Jackson,Iowa,19395,19054.1 - 36769 (644)
19099,Jasper,Iowa,36891,36769.1 - 91049 (644)
19101,Jefferson,Iowa,18077,9055.1 - 19054 (644)
19103,Johnson,Iowa,147001,91049.1 - 10098052 (644)
19105,Jones,Iowa,20568,19054.1 - 36769 (644)
19107,Keokuk,Iowa,10200,9055.1 - 19054 (644)
19111,Lee,Iowa,34541,19054.1 - 36769 (644)
19113,Linn,Iowa,222121,91049.1 - 10098052 (644)
19115,Louisa,Iowa,11223,9055.1 - 19054 (644)
19117,Lucas,Iowa,8597,75 - 9055 (644)
19123,Mahaska,Iowa,22208,19054.1 - 36769 (644)
19125,Marion,Iowa,33207,19054.1 - 36769 (644)
19127,Marshall,Iowa,40271,36769.1 - 91049 (644)
19131,Mitchell,Iowa,10631,9055.1 - 19054 (644)
19135,Monroe,Iowa,7863,75 - 9055 (644)
19139,Muscatine,Iowa,42950,36769.1 - 91049 (644)
19153,Polk,Iowa,474274,91049.1 - 10098052 (644)
19157,Poweshiek,Iowa,18605,9055.1 - 19054 (644)
19163,Scott,Iowa,172288,91049.1 - 10098052 (644)
19169,Story,Iowa,96922,91049.1 - 10098052 (644)
19171,Tama,Iowa,17136,9055.1 - 19054 (644)
19177,Van Buren,Iowa,7223,75 - 9055 (644)
19179,Wapello,Iowa,35315,19054.1 - 36769 (644)
19181,Warren,Iowa,49361,36769.1 - 91049 (644)
19183,Washington,Iowa,22143,19054.1 - 36769 (644)
19185,Wayne,Iowa,6413,75 - 9055 (644)
19191,Winneshiek,Iowa,20401,19054.1 - 36769 (644)
19195,Worth,Iowa,7489,75 - 9055 (644)
27039,Dodge,Minnesota,20582,19054.1 - 36769 (644)
27045,Fillmore,Minnesota,20888,19054.1 - 36769 (644)
27047,Freeborn,Minnesota,30526,19054.1 - 36769 (644)
27049,Goodhue,Minnesota,46217,36769.1 - 91049 (644)
27055,Houston,Minnesota,18663,9055.1 - 19054 (644)
27099,Mower,Minnesota,39602,36769.1 - 91049 (644)
27109,Olmsted,Minnesota,153065,91049.1 - 10098052 (644)
27131,Rice,Minnesota,65765,36769.1 - 91049 (644)
27147,Steele,Minnesota,36676,19054.1 - 36769 (644)
27157,Wabasha,Minnesota,21500,19054.1 - 36769 (644)
27161,Waseca,Minnesota,18809,9055.1 - 19054 (644)
27169,Winona,Minnesota,50847,36769.1 - 91049 (644)
29001,Adair,Missouri,25325,19054.1 - 36769 (644)
29007,Audrain,Missouri,25735,19054.1 - 36769 (644)
29019,Boone,Missouri,176515,91049.1 - 10098052 (644)
29027,Callaway,Missouri,44840,36769.1 - 91049 (644)
29033,Carroll,Missouri,8843,75 - 9055 (644)
29041,Chariton,Missouri,7546,75 - 9055 (644)
29045,Clark,Missouri,6800,75 - 9055 (644)
29051,Cole,Missouri,76740,36769.1 - 91049 (644)
29053,Cooper,Missouri,17622,9055.1 - 19054 (644)
29071,Franklin,Missouri,102781,91049.1 - 10098052 (644)
29073,Gasconade,Missouri,14746,9055.1 - 19054 (644)
29079,Grundy,Missouri,10039,9055.1 - 19054 (644)
29089,Howard,Missouri,10113,9055.1 - 19054 (644)
29103,Knox,Missouri,3951,75 - 9055 (644)
29111,Lewis,Missouri,10027,9055.1 - 19054 (644)
29113,Lincoln,Missouri,55563,36769.1 - 91049 (644)
29115,Linn,Missouri,12186,9055.1 - 19054 (644)
29117,Livingston,Missouri,15076,9055.1 - 19054 (644)
29121,Macon,Missouri,15254,9055.1 - 19054 (644)
29127,Marion,Missouri,28672,19054.1 - 36769 (644)
29129,Mercer,Missouri,3664,75 - 9055 (644)
29135,Moniteau,Missouri,15958,9055.1 - 19054 (644)
29137,Monroe,Missouri,8654,75 - 9055 (644)
29139,Montgomery,Missouri,11545,9055.1 - 19054 (644)
29141,Morgan,Missouri,20137,19054.1 - 36769 (644)
29151,Osage,Missouri,13619,9055.1 - 19054 (644)
29159,Pettis,Missouri,42371,36769.1 - 91049 (644)
29163,Pike,Missouri,18489,9055.1 - 19054 (644)
29171,Putnam,Missouri,4815,75 - 9055 (644)
29173,Ralls,Missouri,10217,9055.1 - 19054 (644)
29175,Randolph,Missouri,24945,19054.1 - 36769 (644)
29183,St. Charles,Missouri,389985,91049.1 - 10098052 (644)
29189,St. Louis County,Missouri,998684,91049.1 - 10098052 (644)
29195,Saline,Missouri,23102,19054.1 - 36769 (644)
29197,Schuyler,Missouri,4502,75 - 9055 (644)
29199,Scotland,Missouri,4898,75 - 9055 (644)
29205,Shelby,Missouri,6061,75 - 9055 (644)
29211,Sullivan,Missouri,6317,75 - 9055 (644)
29219,Warren,Missouri,33908,19054.1 - 36769 (644)
29510,St. Louis City,Missouri,311273,91049.1 - 10098052 (644)
55001,Adams,Wisconsin,20073,19054.1 - 36769 (644)
55009,Brown,Wisconsin,259786,91049.1 - 10098052 (644)
55011,Buffalo,Wisconsin,13167,9055.1 - 19054 (644)
55015,Calumet,Wisconsin,49807,36769.1 - 91049 (644)
55021,Columbia,Wisconsin,56954,36769.1 - 91049 (644)
55023,Crawford,Wisconsin,16288,9055.1 - 19054 (644)
55025,Dane,Wisconsin,529843,91049.1 - 10098052 (644)
55027,Dodge,Wisconsin,87776,36769.1 - 91049 (644)
55039,Fond du Lac,Wisconsin,102315,91049.1 - 10098052 (644)
55043,Grant,Wisconsin,51828,36769.1 - 91049 (644)
55045,Green,Wisconsin,36864,36769.1 - 91049 (644)
55047,Green Lake,Wisconsin,18757,9055.1 - 19054 (644)
55049,Iowa,Wisconsin,23620,19054.1 - 36769 (644)
55053,Jackson,Wisconsin,20506,19054.1 - 36769 (644)
55055,Jefferson,Wisconsin,84652,36769.1 - 91049 (644)
55057,Juneau,Wisconsin,26419,19054.1 - 36769 (644)
55059,Kenosha,Wisconsin,168330,91049.1 - 10098052 (644)
55061,Kewaunee,Wisconsin,20360,19054.1 - 36769 (644)
55063,La Crosse,Wisconsin,117850,91049.1 - 10098052 (644)
55065,Lafayette,Wisconsin,16735,9055.1 - 19054 (644)
55071,Manitowoc,Wisconsin,79407,36769.1 - 91049 (644)
55077,Marquette,Wisconsin,15207,9055.1 - 19054 (644)
55079,Milwaukee,Wisconsin,954209,91049.1 - 10098052 (644)
55081,Monroe,Wisconsin,45502,36769.1 - 91049 (644)
55087,Outagamie,Wisconsin,184754,91049.1 - 10098052 (644)
55089,Ozaukee,Wisconsin,88284,36769.1 - 91049 (644)
55091,Pepin,Wisconsin,7262,75 - 9055 (644)
55097,Portage,Wisconsin,70599,36769.1 - 91049 (644)
55101,Racine,Wisconsin,195398,91049.1 - 10098052 (644)
55103,Richland,Wisconsin,17539,9055.1 - 19054 (644)
55105,Rock,Wisconsin,161769,91049.1 - 10098052 (644)
55111,Sauk,Wisconsin,63596,36769.1 - 91049 (644)
55117,Sheboygan,Wisconsin,115205,91049.1 - 10098052 (644)
55121,Trempealeau,Wisconsin,29438,19054.1 - 36769 (644)
55123,Vernon,Wisconsin,30516,19054.1 - 36769 (644)
55127,Walworth,Wisconsin,103013,91049.1 - 10098052 (644)
55131,Washington,Wisconsin,134535,91049.1 - 10098052 (644)
55133,Waukesha,Wisconsin,398879,91049.1 - 10098052 (644)
55135,Waupaca,Wisconsin,51444,36769.1 - 91049 (644)
55137,Waushara,Wisconsin,24116,19054.1 - 36769 (644)
